name,id,nametype,recclass,mass,fall,year,reclat,reclong,GeoLocation,country,continent
Dharwar,6699,Valid,OC,1800,Fell,1848,14.88333,75.6,"(14.883330, 75.600000)",India,Asia
Dhurmsala,7640,Valid,LL6,32000,Fell,1860,32.23333,76.46667,"(32.233330, 76.466670)",India,Asia
Didim,47350,Valid,H3-5,3396,Fell,2007,37.35172,27.32997,"(37.351720, 27.329970)",Türkiye,Asia
Diep River,7642,Valid,L6,1000,Fell,1906,-33.75,18.56667,"(-33.750000, 18.566670)",South Africa,Africa
Distrito Quebracho,7649,Valid,H4,400,Fell,1957,-31.88333,-60.46667,"(-31.883330, -60.466670)",Argentina,Americas
Djati-Pengilon,7652,Valid,H6,166000,Fell,1884,-7.5,111.5,"(-7.500000, 111.500000)",Indonesia,Asia
Djermaia,7656,Valid,H,3950,Fell,1961,12.73333,15.05,"(12.733330, 15.050000)",Chad,Africa
Djoumine,7657,Valid,H5-6,10000,Fell,1999,36.95,9.55,"(36.950000, 9.550000)",Tunisia,Africa
Dokachi,7658,Valid,H5,3840,Fell,1903,23.5,90.33333,"(23.500000, 90.333330)",Bangladesh,Asia
Dolgovoli,7659,Valid,L6,1600,Fell,1864,50.75,25.3,"(50.750000, 25.300000)",Ukraine,Europe
Domanitch,7661,Valid,L5,438,Fell,1907,40,29,"(40.000000, 29.000000)",Türkiye,Asia
Dong Ujimqin Qi,7706,Valid,Mesosiderite,128800,Fell,1995,45.5,119.03333,"(45.500000, 119.033330)",China,Asia
Donga Kohrod,7707,Valid,H6,230,Fell,1899,21.86667,82.45,"(21.866670, 82.450000)",India,Asia
Dongtai,7708,Valid,LL6,5500,Fell,1970,32.91667,120.78333,"(32.916670, 120.783330)",China,Asia
Doroninsk,7718,Valid,H5-7,3891,Fell,1805,51.2,112.3,"(51.200000, 112.300000)",Russia,Europe
Dosso,7722,Valid,L6,1250,Fell,1962,13.05,3.16667,"(13.050000, 3.166670)",Niger,Africa
Douar Mghila,7723,Valid,LL6,1161,Fell,1932,32.33333,-6.3,"(32.333330, -6.300000)",Morocco,Africa
Dowa,7725,Valid,Stone-uncl,642,Fell,1976,-13.66667,33.91667,"(-13.666670, 33.916670)",Malawi,Africa
Drake Creek,7728,Valid,L6,5000,Fell,1827,36.4,-86.5,"(36.400000, -86.500000)",United States,Americas
Dresden (Ontario),7731,Valid,H6,47700,Fell,1939,42.52,-82.26,"(42.520000, -82.260000)",Canada,Americas
Dubrovnik,7736,Valid,L3-6,1900,Fell,1951,42.45833,18.44167,"(42.458330, 18.441670)",Croatia,Europe
Dunbogan,7743,Valid,L6,30,Fell,1999,-31.66667,152.83333,"(-31.666670, 152.833330)",France,Europe
Dundrum,7745,Valid,H5,2270,Fell,1865,52.55,-8.03333,"(52.550000, -8.033330)",Ireland,Europe
Dunhua,7749,Valid,Stone-uncl,22431.49853706322,Fell,1976,43.33333,128.25,"(43.333330, 128.250000)",China,Asia
Durala,7750,Valid,L6,13200,Fell,1815,30.3,76.63333,"(30.300000, 76.633330)",India,Asia
Duruma,7752,Valid,L6,577,Fell,1853,-4,39.5,"(-4.000000, 39.500000)",Kenya,Africa
Duwun,7754,Valid,L6,2117,Fell,1943,33.43333,127.26667,"(33.433330, 127.266670)",France,Europe
Dwaleni,7755,Valid,H4-6,3230,Fell,1970,-27.2,31.31667,"(-27.200000, 31.316670)",Eswatini,Africa
Dyalpur,7757,Valid,Ureilite,300,Fell,1872,26.25,82,"(26.250000, 82.000000)",India,Asia
Dyarrl Island,7758,Valid,Mesosiderite-A1,188,Fell,1933,-3,151,"(-3.000000, 151.000000)",France,Europe
Eagle,7760,Valid,EL6,10000,Fell,1947,40.78167,-96.47167,"(40.781670, -96.471670)",United States,Americas
Ehole,7774,Valid,H5,2400,Fell,1961,-17.3,15.83333,"(-17.300000, 15.833330)",Angola,Africa
Eichstädt,7775,Valid,H5,3000,Fell,1785,48.9,11.21667,"(48.900000, 11.216670)",Germany,Europe
Ekeby,7776,Valid,H4,3336,Fell,1939,56.03333,13,"(56.033330, 13.000000)",Sweden,Europe
Ekh Khera,7777,Valid,H6,840,Fell,1916,28.26667,78.78333,"(28.266670, 78.783330)",India,Asia
El Idrissia,7807,Valid,L6,10000,Fell,1989,34.41667,3.25,"(34.416670, 3.250000)",Algeria,Africa
El Paso de Aguila,45977,Valid,H5,17226,Fell,1977,25.37,-97.37,"(25.370000, -97.370000)",Mexico,Americas
El Tigre,7819,Valid,L6,5000,Fell,1993,19.96722,-103.05167,"(19.967220, -103.051670)",Mexico,Americas
Elbert,7822,Valid,LL6,680.5,Fell,1998,39.24667,-104.58817,"(39.246670, -104.588170)",United States,Americas
Elbogen,7823,Valid,"Iron, IID",107000,Fell,1399,50.18333,12.73333,"(50.183330, 12.733330)",Czechia,Europe
Elenovka,7824,Valid,L5,54640,Fell,1951,47.83333,37.66667,"(47.833330, 37.666670)",Ukraine,Europe
Ellemeet,10019,Valid,Diogenite,1470,Fell,1925,51.75,4,"(51.750000, 4.000000)",The Netherlands,Europe
Emmaville,10033,Valid,Eucrite-mmict,127,Fell,1900,-29.46667,151.61667,"(-29.466670, 151.616670)",Australia,Oceania
Enshi,10038,Valid,H5,8000,Fell,1974,30.3,109.5,"(30.300000, 109.500000)",China,Asia
Ensisheim,10039,Valid,LL6,127000,Fell,1491,47.86667,7.35,"(47.866670, 7.350000)",France,Europe
Épinal,10041,Valid,H5,277,Fell,1822,48.18333,6.46667,"(48.183330, 6.466670)",France,Europe
Erakot,10042,Valid,CM2,113,Fell,1940,19.03333,81.89167,"(19.033330, 81.891670)",India,Asia
Erevan,10043,Valid,Howardite,107.2,Fell,1911,40.3,44.5,"(40.300000, 44.500000)",Armenia,Asia
Ergheo,10044,Valid,L5,20000,Fell,1889,1.16667,44.16667,"(1.166670, 44.166670)",France,Europe
Erxleben,10049,Valid,H6,2250,Fell,1812,52.21667,11.25,"(52.216670, 11.250000)",Germany,Europe
Esnandes,10051,Valid,L6,1500,Fell,1837,46.25,-1.1,"(46.250000, -1.100000)",France,Europe
Essebi,10055,Valid,C2-ung,500,Fell,1957,2.88333,30.83333,"(2.883330, 30.833330)",DR Congo,Africa
Estherville,10059,Valid,Mesosiderite-A3/4,320000,Fell,1879,43.41667,-94.83333,"(43.416670, -94.833330)",United States,Americas
Farmington,10074,Valid,L5,89400,Fell,1890,39.75,-97.03333,"(39.750000, -97.033330)",United States,Americas
Farmville,10075,Valid,H4,56000,Fell,1934,35.55,-77.53333,"(35.550000, -77.533330)",United States,Americas
Favars,10078,Valid,H5,1500,Fell,1844,44.38333,2.81667,"(44.383330, 2.816670)",France,Europe
Fayetteville,10079,Valid,H4,2360,Fell,1934,36.05,-94.16667,"(36.050000, -94.166670)",United States,Americas
Feid Chair,10080,Valid,H4,380,Fell,1875,36.88333,8.45,"(36.883330, 8.450000)",Algeria,Africa
Felix,10081,Valid,CO3.3,3200,Fell,1900,32.53333,-87.16667,"(32.533330, -87.166670)",United States,Americas
Fenghsien-Ku,10086,Valid,H5,82,Fell,1924,34.6,116.75,"(34.600000, 116.750000)",China,Asia
Ferguson,10088,Valid,OC,220,Fell,1889,36.1,-81.41667,"(36.100000, -81.416670)",United States,Americas
Fermo,10091,Valid,H3-5,10200,Fell,1996,43.18111,13.75333,"(43.181110, 13.753330)",Italy,Europe
Fisher,10107,Valid,L6,17600,Fell,1894,47.81667,-96.85,"(47.816670, -96.850000)",United States,Americas
Florence,10111,Valid,H3,3640,Fell,1922,30.83333,-97.76667,"(30.833330, -97.766670)",United States,Americas
Forest City,10119,Valid,H5,152000,Fell,1890,43.25,-93.66667,"(43.250000, -93.666670)",United States,Americas
Forest Vale,10120,Valid,H4,26000,Fell,1942,-33.35,146.85833,"(-33.350000, 146.858330)",Australia,Oceania
Forksville,10123,Valid,L6,6067,Fell,1924,36.78333,-78.08333,"(36.783330, -78.083330)",United States,Americas
Forsbach,10163,Valid,H6,240,Fell,1900,50.95,7.31667,"(50.950000, 7.316670)",Germany,Europe
Forsyth,10164,Valid,L6,16300,Fell,1829,33.01667,-83.96667,"(33.016670, -83.966670)",United States,Americas
Fort Flatters,10166,Valid,Stone-uncl,22431.49853706322,Fell,1944,28.25,7,"(28.250000, 7.000000)",Algeria,Africa
Frankfort (stone),10177,Valid,Howardite,650,Fell,1868,34.48333,-87.83333,"(34.483330, -87.833330)",United States,Americas
Fuhe,52412,Valid,L5,23000,Fell,1945,31.47556,113.56694,"(31.475560, 113.566940)",China,Asia
Fukutomi,10836,Valid,L5,11620,Fell,1882,33.18333,130.2,"(33.183330, 130.200000)",Japan,Asia
Fünen,10838,Valid,Stone-uncl,22431.49853706322,Fell,1654,55.33333,10.33333,"(55.333330, 10.333330)",Denmark,Europe
Futtehpur,10839,Valid,L6,4000,Fell,1822,25.95,80.81667,"(25.950000, 80.816670)",India,Asia
Fuyang,10840,Valid,Stone-uncl,2500,Fell,1977,32.9,115.9,"(32.900000, 115.900000)",China,Asia
Galapian,10846,Valid,H6,132.7,Fell,1826,44.3,0.4,"(44.300000, 0.400000)",France,Europe
Galim (a),10848,Valid,LL6,36.1,Fell,1952,7.05,12.43333,"(7.050000, 12.433330)",Cameroon,Africa
Galim (b),10849,Valid,EH3/4-an,28,Fell,1952,7.05,12.43333,"(7.050000, 12.433330)",Cameroon,Africa
Galkiv,10850,Valid,H4,5000,Fell,1995,51.68333,30.78333,"(51.683330, 30.783330)",Ukraine,Europe
Gambat,10851,Valid,L6,6400,Fell,1897,27.35,68.53333,"(27.350000, 68.533330)",Pakistan,Asia
Gao-Guenie,10854,Valid,H5,22431.49853706322,Fell,1960,11.65,-2.18333,"(11.650000, -2.183330)",Burkina Faso,Africa
Garhi Yasin,10860,Valid,"Iron, IIE",380,Fell,1917,27.88333,68.53333,"(27.883330, 68.533330)",Pakistan,Asia
Garland,10861,Valid,Diogenite-pm,102,Fell,1950,41.68333,-112.13333,"(41.683330, -112.133330)",United States,Americas
Gashua,44882,Valid,L6,4162,Fell,1984,12.85,11.03333,"(12.850000, 11.033330)",Nigeria,Africa
Gasseltepaoua,10866,Valid,H5,22431.49853706322,Fell,2000,14.15083,-2.04167,"(14.150830, -2.041670)",Burkina Faso,Africa
Geidam,10870,Valid,H5,725,Fell,1950,12.91667,11.91667,"(12.916670, 11.916670)",Nigeria,Africa
Gifu,10914,Valid,L6,14290,Fell,1909,35.53333,136.88333,"(35.533330, 136.883330)",Japan,Asia
Girgenti,10917,Valid,L6,18000,Fell,1853,37.31667,13.56667,"(37.316670, 13.566670)",Italy,Europe
Git-Git,10919,Valid,L6,480,Fell,1947,9.6,9.91667,"(9.600000, 9.916670)",Nigeria,Africa
Glanerbrug,10923,Valid,L/LL5,670,Fell,1990,52.2,6.86667,"(52.200000, 6.866670)",The Netherlands,Europe
Glanggang,10924,Valid,H5-6,1303,Fell,1939,-7.25,107.7,"(-7.250000, 107.700000)",Indonesia,Asia
Glasatovo,10926,Valid,H4,152000,Fell,1918,57.35,37.61667,"(57.350000, 37.616670)",Russia,Europe
Glatton,10930,Valid,L6,767,Fell,1991,52.45972,-0.3,"(52.459720, -0.300000)",United Kingdom,Europe
Gnadenfrei,10936,Valid,H5,1750,Fell,1879,50.66667,16.76667,"(50.666670, 16.766670)",Poland,Europe
Gopalpur,10948,Valid,H6,1600,Fell,1865,24.23333,89.05,"(24.233330, 89.050000)",Bangladesh,Asia
Gorlovka,10949,Valid,H3.7,3618,Fell,1974,48.28333,38.08333,"(48.283330, 38.083330)",Ukraine,Europe
Granes,10956,Valid,L6,9000,Fell,1964,42.9,2.25,"(42.900000, 2.250000)",France,Europe
Grefsheim,11196,Valid,L5,45.5,Fell,1976,60.66667,11,"(60.666670, 11.000000)",Norway,Europe
Grimsby,50911,Valid,H5,215,Fell,2009,43.2,-79.61667,"(43.200000, -79.616670)",Canada,Americas
Grosnaja,11206,Valid,CV3,3500,Fell,1861,43.66667,45.38333,"(43.666670, 45.383330)",Russia,Europe
Gross-Divina,11207,Valid,H5,10500,Fell,1837,49.26667,18.71667,"(49.266670, 18.716670)",Slovakia,Europe
Grossliebenthal,11208,Valid,L6,8000,Fell,1881,46.35,30.58333,"(46.350000, 30.583330)",Ukraine,Europe
Grüneberg,11426,Valid,H4,1000,Fell,1841,51.93333,15.5,"(51.933330, 15.500000)",Poland,Europe
Grzempach,11429,Valid,H5,690,Fell,1910,52.86667,16.63333,"(52.866670, 16.633330)",Poland,Europe
Gualeguaychú,11432,Valid,H6,22000,Fell,1932,-33,-58.61667,"(-33.000000, -58.616670)",Argentina,Americas
Guangmingshan,11435,Valid,H5,2910,Fell,1996,39.80417,122.76389,"(39.804170, 122.763890)",China,Asia
Guangnan,11436,Valid,L6,22431.49853706322,Fell,1983,24.1,105,"(24.100000, 105.000000)",China,Asia
Guangrao,11437,Valid,L6,1900,Fell,1980,37.1,118.4,"(37.100000, 118.400000)",China,Asia
Guareña,11439,Valid,H6,39000,Fell,1892,38.73333,-6.01667,"(38.733330, -6.016670)",Spain,Europe
Guêa,11440,Valid,Stone-uncl,1915,Fell,1891,43.76667,20.23333,"(43.766670, 20.233330)",Serbia,Europe
Guibga,11442,Valid,L5,288,Fell,1972,13.5,-0.68333,"(13.500000, -0.683330)",Burkina Faso,Africa
Guidder,11443,Valid,LL5,968,Fell,1949,9.91667,13.98333,"(9.916670, 13.983330)",Cameroon,Africa
Gujargaon,11448,Valid,H5,2449,Fell,1982,22.98333,76.05,"(22.983330, 76.050000)",India,Asia
Gujba,11449,Valid,CBa,100000,Fell,1984,11.49167,11.65833,"(11.491670, 11.658330)",Nigeria,Africa
Gumoschnik,11450,Valid,H5,5700,Fell,1904,42.9,24.7,"(42.900000, 24.700000)",Bulgaria,Europe
Gurram Konda,11464,Valid,L6,28,Fell,1814,13.78333,78.56667,"(13.783330, 78.566670)",India,Asia
Gursum,11465,Valid,H4/5,34650,Fell,1981,9.36667,42.41667,"(9.366670, 42.416670)",Ethiopia,Africa
Gütersloh,11466,Valid,H3/4,1000,Fell,1851,51.91667,8.38333,"(51.916670, 8.383330)",Germany,Europe
Gyokukei,11467,Valid,OC,1320,Fell,1930,35,127.5,"(35.000000, 127.500000)",South Korea,Asia
Hachi-oji,11468,Valid,H?,0.2,Fell,1817,35.65,139.33333,"(35.650000, 139.333330)",Japan,Asia
Hainaut,11472,Valid,H3-6,9000,Fell,1934,50.31667,3.73333,"(50.316670, 3.733330)",France,Europe
Hallingeberg,11479,Valid,L3.4,1456,Fell,1944,57.81667,16.23333,"(57.816670, 16.233330)",Sweden,Europe
Hamlet,11485,Valid,LL4,3710,Fell,1959,41.38333,-86.6,"(41.383330, -86.600000)",United States,Americas
Haraiya,11824,Valid,Eucrite-mmict,1000,Fell,1878,26.8,82.53333,"(26.800000, 82.533330)",India,Asia
Haripura,11829,Valid,CM2,315,Fell,1921,28.38333,75.78333,"(28.383330, 75.783330)",India,Asia
Harleton,11830,Valid,L6,8360,Fell,1961,32.675,-94.51167,"(32.675000, -94.511670)",United States,Americas
Harrison County,11842,Valid,L6,680,Fell,1859,38.25,-86.16667,"(38.250000, -86.166670)",United States,Americas
Hashima,11848,Valid,H4,1110.6,Fell,1910,35.2945,136.70033,"(35.294500, 136.700330)",Japan,Asia
Hassi-Jekna,11852,Valid,"Iron, IAB-sHL",1250,Fell,1890,28.95,0.81667,"(28.950000, 0.816670)",Algeria,Africa
Hatford,11855,Valid,Stone-uncl,29000,Fell,1628,51.65,-1.51667,"(51.650000, -1.516670)",United Kingdom,Europe
Haverö,11859,Valid,Ureilite,1544,Fell,1971,60.24556,22.06194,"(60.245560, 22.061940)",Finland,Europe
Hedeskoga,11869,Valid,H5,3500,Fell,1922,55.46667,13.78333,"(55.466670, 13.783330)",Sweden,Europe
Hedjaz,11870,Valid,L3.7-6,6100,Fell,1910,27.33333,35.66667,"(27.333330, 35.666670)",France,Europe
Heredia,11875,Valid,H5,1000,Fell,1857,10,-84.1,"(10.000000, -84.100000)",Costa Rica,Americas
Hessle,11878,Valid,H5,20000,Fell,1869,59.85,17.66667,"(59.850000, 17.666670)",Sweden,Europe
Higashi-koen,11883,Valid,H5,750,Fell,1897,33.6,130.43333,"(33.600000, 130.433330)",Japan,Asia
High Possil,11884,Valid,L6,4500,Fell,1804,55.9,-4.23333,"(55.900000, -4.233330)",United Kingdom,Europe
Hiroshima,11889,Valid,H5,414,Fell,2003,34.45,132.38333,"(34.450000, 132.383330)",Japan,Asia
Hoima,44714,Valid,H6,167.7,Fell,2003,1.345,31.47278,"(1.345000, 31.472780)",Uganda,Africa
Hökmark,11893,Valid,L4,305.5,Fell,1954,64.43333,21.2,"(64.433330, 21.200000)",Sweden,Europe
Holbrook,11894,Valid,L/LL6,220000,Fell,1912,34.9,-110.18333,"(34.900000, -110.183330)",United States,Americas
Holetta,11895,Valid,Stone-uncl,1415,Fell,1923,9.06667,38.41667,"(9.066670, 38.416670)",Ethiopia,Africa
Homestead,11901,Valid,L5,230000,Fell,1875,41.8,-91.86667,"(41.800000, -91.866670)",United States,Americas
Honolulu,11904,Valid,L5,2420,Fell,1825,21.3,-157.86667,"(21.300000, -157.866670)",United States,Americas
Hotse,11913,Valid,L6,180,Fell,1956,35.66667,115.5,"(35.666670, 115.500000)",China,Asia
Hoxie,11915,Valid,OC,266.1,Fell,1963,39.35,-100.45,"(39.350000, -100.450000)",United States,Americas
Hraschina,11916,Valid,"Iron, IID",49000,Fell,1751,46.1,16.33333,"(46.100000, 16.333330)",Croatia,Europe
Huaxi,54719,Valid,H5,1600,Fell,2010,26.46469,106.63241,"(26.464690, 106.632410)",China,Asia
Hungen,11986,Valid,H6,112,Fell,1877,50.3,8.91667,"(50.300000, 8.916670)",Germany,Europe
Hvittis,11989,Valid,EL6,14000,Fell,1901,61.18333,22.68333,"(61.183330, 22.683330)",Finland,Europe
Ibbenbüren,11992,Valid,Diogenite,2000,Fell,1870,52.28333,7.7,"(52.283330, 7.700000)",Germany,Europe
Ibitira,11993,Valid,Eucrite-mmict,2500,Fell,1957,-20,-45,"(-20.000000, -45.000000)",Brazil,Americas
Ibrisim,11994,Valid,OC,22431.49853706322,Fell,1949,38,35,"(38.000000, 35.000000)",Türkiye,Asia
Ichkala,11995,Valid,H6,3973,Fell,1936,58.2,82.93333,"(58.200000, 82.933330)",Russia,Europe
Idutywa,12000,Valid,H5,3457,Fell,1956,-32.1,28.33333,"(-32.100000, 28.333330)",South Africa,Africa
Iguaracu,12003,Valid,H5,1200,Fell,1977,-23.2,-51.83333,"(-23.200000, -51.833330)",Brazil,Americas
Ijopega,12004,Valid,H6,7330,Fell,1975,-6.03333,145.36667,"(-6.033330, 145.366670)",Papua New Guinea,Oceania
Indarch,12027,Valid,EH4,27000,Fell,1891,39.75,46.66667,"(39.750000, 46.666670)",Azerbaijan,Asia
Independence,12028,Valid,L6,880,Fell,1917,39.08333,-94.4,"(39.083330, -94.400000)",United States,Americas
Inner Mongolia,12037,Valid,L6,3000,Fell,1963,41,112,"(41.000000, 112.000000)",China,Asia
Innisfree,12039,Valid,L5,4576,Fell,1977,53.415,-111.3375,"(53.415000, -111.337500)",Canada,Americas
Ipiranga,12043,Valid,H6,7000,Fell,1972,-25.5,-54.5,"(-25.500000, -54.500000)",Brazil,Americas
Ishinga,12049,Valid,H,1300,Fell,1954,-8.93333,33.8,"(-8.933330, 33.800000)",Tanzania,Africa
Isthilart,12053,Valid,H5,3050,Fell,1928,-31.18333,-57.95,"(-31.183330, -57.950000)",Argentina,Americas
Itapicuru-Mirim,12056,Valid,H5,2024,Fell,1879,-3.4,-44.33333,"(-3.400000, -44.333330)",Brazil,Americas
Itqiy,12058,Valid,EH7-an,4720,Fell,1990,26.59083,-12.95217,"(26.590830, -12.952170)",Western Sahara,Africa
Ivuna,12063,Valid,CI1,704.5,Fell,1938,-8.41667,32.43333,"(-8.416670, 32.433330)",Tanzania,Africa
Jackalsfontein,12065,Valid,L6,48000,Fell,1903,-32.5,21.9,"(-32.500000, 21.900000)",South Africa,Africa
Jajh deh Kot Lalu,12067,Valid,EL6,973,Fell,1926,26.75,68.41667,"(26.750000, 68.416670)",Pakistan,Asia
Jalandhar,12069,Valid,Iron,1967,Fell,1621,31,75,"(31.000000, 75.000000)",India,Asia
Jamkheir,12072,Valid,H6,22,Fell,1866,18.75,75.33333,"(18.750000, 75.333330)",India,Asia
Jartai,12074,Valid,L6,20500,Fell,1979,39.7,105.8,"(39.700000, 105.800000)",China,Asia
Jelica,12078,Valid,LL6,34000,Fell,1889,43.83333,20.44167,"(43.833330, 20.441670)",Serbia,Europe
Jesenice,51589,Valid,L6,3667,Fell,2009,46.42137,14.05217,"(46.421370, 14.052170)",Slovenia,Europe
Jhung,12085,Valid,L5,5900,Fell,1873,31.3,72.38333,"(31.300000, 72.383330)",Pakistan,Asia
Jiange,12086,Valid,H5,222,Fell,1964,31.91667,104.91667,"(31.916670, 104.916670)",China,Asia
Jianshi,12087,Valid,"Iron, IIIAB",600000,Fell,1890,30.80833,109.5,"(30.808330, 109.500000)",China,Asia
Jilin,12171,Valid,H5,4000000,Fell,1976,44.05,126.16667,"(44.050000, 126.166670)",China,Asia
Jodiya,47362,Valid,L5,100,Fell,2006,22.68,70.31333,"(22.680000, 70.313330)",India,Asia
Jodzie,12173,Valid,Howardite,30,Fell,1877,55.7,24.4,"(55.700000, 24.400000)",Lithuania,Europe
Johnstown,12198,Valid,Diogenite,40300,Fell,1924,40.35,-104.9,"(40.350000, -104.900000)",United States,Americas
Jolomba,12199,Valid,LL6,483,Fell,1974,-11.85,15.83333,"(-11.850000, 15.833330)",Angola,Africa
Jonzac,12202,Valid,Eucrite-mmict,5000,Fell,1819,45.43333,-0.45,"(45.433330, -0.450000)",France,Europe
Juancheng,12203,Valid,H5,100000,Fell,1997,35.5,115.41667,"(35.500000, 115.416670)",China,Asia
Judesegeri,12207,Valid,H6,680,Fell,1876,12.85,76.8,"(12.850000, 76.800000)",India,Asia
Jumapalo,12209,Valid,L6,32490,Fell,1984,-7.71667,111.2,"(-7.716670, 111.200000)",Indonesia,Asia
Junan,12210,Valid,L6,950,Fell,1976,35.2,118.8,"(35.200000, 118.800000)",China,Asia
Juromenha,12213,Valid,"Iron, IIIAB",25250,Fell,1968,38.74028,-7.27,"(38.740280, -7.270000)",Portugal,Europe
Juvinas,12214,Valid,Eucrite-mmict,91000,Fell,1821,44.71667,4.3,"(44.716670, 4.300000)",France,Europe
Kaba,12218,Valid,CV3,3000,Fell,1857,47.35,21.3,"(47.350000, 21.300000)",Hungary,Europe
Kabo,12220,Valid,H4,13400,Fell,1971,11.85,8.21667,"(11.850000, 8.216670)",Nigeria,Africa
Kadonah,12221,Valid,H6,89,Fell,1822,27.08333,78.33333,"(27.083330, 78.333330)",India,Asia
Kaee,12222,Valid,H5,230,Fell,1838,27.25,79.96667,"(27.250000, 79.966670)",India,Asia
Kagarlyk,12227,Valid,L6,1900,Fell,1908,49.86667,30.83333,"(49.866670, 30.833330)",Ukraine,Europe
Kaidun,12228,Valid,CR2,2000,Fell,1980,15,48.3,"(15.000000, 48.300000)",Yemen,Asia
Kainsaz,12229,Valid,CO3.2,200000,Fell,1937,55.43333,53.25,"(55.433330, 53.250000)",Russia,Europe
Kakangari,12230,Valid,K3,350,Fell,1890,12.38333,78.51667,"(12.383330, 78.516670)",India,Asia
Kakowa,12231,Valid,L6,577,Fell,1858,45.13333,21.66667,"(45.133330, 21.666670)",Romania,Europe
Kalaba,12232,Valid,H4,950,Fell,1951,-6.83333,29.5,"(-6.833330, 29.500000)",DR Congo,Africa
Kalumbi,12236,Valid,L6,4500,Fell,1879,17.83333,73.98333,"(17.833330, 73.983330)",India,Asia
Kamalpur,12238,Valid,L6,2770,Fell,1942,26.03333,81.46667,"(26.033330, 81.466670)",India,Asia
Kamiomi,12240,Valid,H5,448,Fell,1913,36.04167,139.95667,"(36.041670, 139.956670)",Japan,Asia
Kamsagar,12241,Valid,L6,1293,Fell,1902,14.18333,75.8,"(14.183330, 75.800000)",India,Asia
Kandahar (Afghanistan),12243,Valid,L6,299,Fell,1959,31.6,65.78333,"(31.600000, 65.783330)",Afghanistan,Asia
Kangean,12245,Valid,H5,1630,Fell,1908,-7,115.5,"(-7.000000, 115.500000)",France,Europe
Kangra Valley,12246,Valid,H5,400,Fell,1897,32.08333,76.3,"(32.083330, 76.300000)",India,Asia
Kapoeta,12251,Valid,Howardite,11355,Fell,1942,4.7,33.63333,"(4.700000, 33.633330)",South Sudan,Africa
Kaprada,47357,Valid,L5/6,1600,Fell,2004,20.33916,73.22329,"(20.339160, 73.223290)",India,Asia
Kaptal-Aryk,12253,Valid,L6,3500,Fell,1937,42.45,73.36667,"(42.450000, 73.366670)",Kazakhstan,Asia
Karakol,12256,Valid,LL6,3000,Fell,1840,47.21667,81.01667,"(47.216670, 81.016670)",Kazakhstan,Asia
Karatu,12258,Valid,LL6,2220,Fell,1963,-3.5,35.58333,"(-3.500000, 35.583330)",Tanzania,Africa
Karewar,12260,Valid,L6,180,Fell,1949,12.9,7.15,"(12.900000, 7.150000)",Nigeria,Africa
Karkh,12262,Valid,L6,22000,Fell,1905,27.8,67.16667,"(27.800000, 67.166670)",Pakistan,Asia
Karloowala,12263,Valid,L6,2950,Fell,1955,31.58333,71.6,"(31.583330, 71.600000)",Pakistan,Asia
Karoonda,12264,Valid,CK4,41730,Fell,1930,-35.08333,139.91667,"(-35.083330, 139.916670)",Australia,Oceania
Kasamatsu,12266,Valid,H,710,Fell,1938,35.36667,136.76667,"(35.366670, 136.766670)",Japan,Asia
Kasauli,30740,Valid,H4,16820,Fell,2003,29.58333,77.58333,"(29.583330, 77.583330)",India,Asia
Katagum,35465,Valid,L6,1500,Fell,1999,11.33333,10.08333,"(11.333330, 10.083330)",Nigeria,Africa
Kavarpura,47351,Valid,"Iron, IIE-an",6800,Fell,2006,25.14333,75.81333,"(25.143330, 75.813330)",India,Asia
Kayakent,12268,Valid,"Iron, IIIAB",85000,Fell,1961,39.26333,31.78,"(39.263330, 31.780000)",Türkiye,Asia
Kediri,12270,Valid,L4,3300,Fell,1940,-7.75,112.01667,"(-7.750000, 112.016670)",Indonesia,Asia
Kemer,53654,Valid,L4,5760,Fell,2008,36.54194,29.41822,"(36.541940, 29.418220)",Türkiye,Asia
Kendleton,12275,Valid,L4,6937,Fell,1939,29.45,-96,"(29.450000, -96.000000)",United States,Americas
Kendrapara,12276,Valid,H4-5,6669.2,Fell,2003,20.4625,86.70278,"(20.462500, 86.702780)",India,Asia
